S_ID,BRANCH,F_ID,F_NAME,GPA,E-GPA,ADMITACADYEAR,ACADYEAR,SEMESTER,RANK,S_NAME,P_NAME,R_NAME,FEE_NAME,ENTRYNAME,S_PARENT
68041,DCM,22,สารสนเทศศาสตร์,2.12,2.64,2559,2563,1,1,มุสลิมวิทยา,พัทลุง,S,BDA,7,2
68051,MTA,22,สารสนเทศศาสตร์,2.18,2.3,2559,2562,3,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
68066,ITD,22,สารสนเทศศาสตร์,2.98,3.34,2559,2562,3,1,กีฬาจังหวัดนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
68073,MTA,22,สารสนเทศศาสตร์,3.07,2.53,2559,2562,3,1,ศูนย์บริการการศึกษานอกโรงเรียนอำเภอกาญจนดิษฐ์,สุราษฎร์ธานี,S,BDA,7,3
68222,MTA,22,สารสนเทศศาสตร์,2.93,3.23,2559,2563,2,2,อัสสัมชัญธนบุรี,กรุงเทพมหานคร,B,BDA,7,2
68132,MTA,22,สารสนเทศศาสตร์,2.88,2.3,2559,2562,3,1,โยธินบำรุง,นครศรีธรรมราช,S,BDA,7,2
68153,DCM,22,สารสนเทศศาสตร์,2.07,2.23,2559,2563,1,0,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,7,1
68162,ITD,22,สารสนเทศศาสตร์,2.01,2.42,2559,2563,3,0,สตรีระนอง,ระนอง,S,BDA,7,1
68266,DCA,22,สารสนเทศศาสตร์,2.34,2.63,2559,2562,3,0,สตรียะลา,ยะลา,S,BDA,7,1
68310,DCM,22,สารสนเทศศาสตร์,2.53,2.43,2559,2562,3,1,วิทยาลัยเทคนิคยะลา,ยะลา,S,BDA,7,2
68565,DCM,22,สารสนเทศศาสตร์,2.14,2.26,2559,2562,3,1,สารสิทธิ์พิทยาลัย,ราชบุรี,W,BDA,7,2
69480,MTA,22,สารสนเทศศาสตร์,2.25,2.19,2560,2564,1,0,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,0
69578,DCA,22,สารสนเทศศาสตร์,2.9,3.05,2560,2563,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,3
69584,DCA,22,สารสนเทศศาสตร์,2.55,2.31,2560,2563,3,1,มัธยมศึกษาจุฬาภรณ์,นครศรีธรรมราช,S,BDA,5,1
69607,DCA,22,สารสนเทศศาสตร์,2.29,1.94,2560,2563,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,1
69610,MTA,22,สารสนเทศศาสตร์,2.12,2.23,2560,2564,1,1,จริยธรรมศึกษามูลนิธิ,สงขลา,S,BDA,5,2
69630,DCA,22,สารสนเทศศาสตร์,2.63,2.29,2560,2563,2,1,ดอนสักผดุงวิทย์,สุราษฎร์ธานี,S,BDA,5,1
69633,MTA,22,สารสนเทศศาสตร์,3.14,2.2,2560,2563,2,0,นวมินทราชูทิศ ทักษิณ,สงขลา,S,BDA,5,1
69657,MTA,22,สารสนเทศศาสตร์,3.39,3.3,2562,2563,2,2,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2
69709,MTA,22,สารสนเทศศาสตร์,3.26,2.35,2560,2563,3,1,บางแพปฐมพิทยา,ราชบุรี,W,BDA,5,3
69720,ITD,22,สารสนเทศศาสตร์,3.18,2.02,2560,2564,3,1,วุฒิชัยวิทยา,ปัตตานี,S,BDA,5,3
69742,ITD,22,สารสนเทศศาสตร์,2.45,2.67,2562,2563,3,2,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2
69737,MTA,22,สารสนเทศศาสตร์,3.36,3.59,2560,2563,2,0,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,3
69773,MTA,22,สารสนเทศศาสตร์,2.16,2.12,2560,2563,2,1,ป่าพะยอมพิทยาคม,พัทลุง,S,BDA,5,3
69809,DCM,22,สารสนเทศศาสตร์,3.36,2.33,2560,2563,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,2
69810,MTA,22,สารสนเทศศาสตร์,3.06,2.82,2560,2563,2,0,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDA,5,3
69818,DCA,22,สารสนเทศศาสตร์,2.51,2.47,2560,2563,2,1,พรหมคีรีพิทยาคม,นครศรีธรรมราช,S,BDA,5,1
69855,MTA,22,สารสนเทศศาสตร์,2.76,1.67,2560,2563,3,1,ตรังคริสเตียนศึกษา,ตรัง,S,BDA,5,1
69860,MTA,22,สารสนเทศศาสตร์,3.29,3.18,2560,2563,2,0,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,3
69863,DCM,22,สารสนเทศศาสตร์,3.53,2.58,2560,2563,3,0,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDA,5,3
69893,MTA,22,สารสนเทศศาสตร์,3.16,3.22,2560,2563,2,0,วรนารีเฉลิม จังหวัดสงขลา,สงขลา,S,BDA,5,3
69897,MTA,22,สารสนเทศศาสตร์,2.98,3.22,2562,2563,2,2,สตรีระนอง,ระนอง,S,BDA,5,2
69926,DCA,22,สารสนเทศศาสตร์,2.47,2.29,2562,2563,2,2,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDA,5,2
69967,MTA,22,สารสนเทศศาสตร์,3.24,2.76,2562,2563,3,2,ดีบุกพังงาวิทยายน,พังงา,S,BDA,5,2
69975,MTA,22,สารสนเทศศาสตร์,2.73,2.57,2560,2563,3,0,สตรียะลา,ยะลา,S,BDA,5,3
69987,DCA,22,สารสนเทศศาสตร์,2.73,3.28,2560,2563,2,1,พนมเบญจา,กระบี่,S,BDA,5,2
70001,MTA,22,สารสนเทศศาสตร์,2.6,2.37,2560,2563,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,1
70009,MTA,22,สารสนเทศศาสตร์,2.85,2.76,2560,2563,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,5,1
72264,MTA,22,สารสนเทศศาสตร์,2.79,2.2,2562,2563,3,2,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,5,2
70129,DCA,22,สารสนเทศศาสตร์,2.87,3.04,2560,2563,2,1,คลองท่อมราษฎร์รังสรรค์,กระบี่,S,BDA,5,2
72232,DCA,22,สารสนเทศศาสตร์,2.54,2.97,2562,2563,2,2,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2
70173,DCA,22,สารสนเทศศาสตร์,2.25,2.18,2560,2563,3,1,เมืองนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,5,2
72277,ITD,22,สารสนเทศศาสตร์,2.97,2.37,2562,2563,3,2,หาดใหญ่วิทยาลัย,สงขลา,S,BDA,5,2
70181,MTA,22,สารสนเทศศาสตร์,2.22,2.31,2560,2564,1,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,2
70243,DCA,22,สารสนเทศศาสตร์,2.79,3.08,2560,2563,3,0,พิมานพิทยาสรรค์,สตูล,S,BDA,6,1
70244,DCA,22,สารสนเทศศาสตร์,2.83,3.21,2560,2563,2,1,สุราษฏร์พิทยา2,สุราษฎร์ธานี,S,BDA,14,2
70238,DCA,22,สารสนเทศศาสตร์,3.21,3.11,2560,2563,2,0,เทศบาลปลูกปัญญา ในประอุปถัมภ์,ภูเก็ต,S,BDA,6,3
70266,DCA,22,สารสนเทศศาสตร์,2.76,2.83,2560,2563,3,1,หัวไทรบำรุงราษฎร์,นครศรีธรรมราช,S,BDA,14,3
72275,DCM,22,สารสนเทศศาสตร์,3.22,2.24,2562,2563,3,2,หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,สงขลา,S,BDA,6,2
70372,MTA,22,สารสนเทศศาสตร์,2.66,2.81,2560,2563,3,0,วิเชียรมาตุ,ตรัง,S,BDA,1,3
70429,DCA,22,สารสนเทศศาสตร์,3.36,2.95,2560,2563,2,1,ระโนดวิทยา,สงขลา,S,BDA,7,1
72452,DCA,22,สารสนเทศศาสตร์,2.33,2.59,2562,2563,2,2,เทศบาล ๒ (วัดกะพังสุรินทร์),ตรัง,S,BDA,7,2
70469,MTA,22,สารสนเทศศาสตร์,2.84,3.46,2560,2563,2,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,2
72482,MTA,22,สารสนเทศศาสตร์,2.65,2.97,2562,2564,3,2,สมุทรสาครวิทยาลัย,สมุทรสาคร,B,BDA,7,2
70489,DCA,22,สารสนเทศศาสตร์,2.65,2.51,2560,2563,2,1,หาดใหญ่รัฐประชาสรรค์,สงขลา,S,BDA,7,1
70491,DCA,22,สารสนเทศศาสตร์,2.73,2.82,2560,2563,3,1,สวนศรีวิทยา,ชุมพร,S,BDA,7,1
70517,MTA,22,สารสนเทศศาสตร์,3.04,2.54,2560,2563,3,0,สตรีระนอง,ระนอง,S,BDA,7,1
70518,MTA,22,สารสนเทศศาสตร์,2.35,2.96,2560,2563,3,1,จรัสพิชากร,นครศรีธรรมราช,S,BDA,7,2
70538,DCA,22,สารสนเทศศาสตร์,3.38,2.93,2560,2563,2,1,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDA,7,2
70547,DCA,22,สารสนเทศศาสตร์,3.32,2.82,2560,2563,2,1,โยธินบำรุง,นครศรีธรรมราช,S,BDA,7,1
70557,MTA,22,สารสนเทศศาสตร์,2.81,2.64,2560,2563,3,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3
70558,MTA,22,สารสนเทศศาสตร์,3.14,3.39,2560,2563,2,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
70571,MTA,22,สารสนเทศศาสตร์,2.47,2.55,2560,2563,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,1
70595,DCM,22,สารสนเทศศาสตร์,3.23,3.36,2560,2563,3,1,อุดมศึกษาพณิชยการ,สงขลา,S,BDA,7,3
70633,MTA,22,สารสนเทศศาสตร์,2.09,2.69,2560,2563,3,0,คณะราษฎรบำรุง จังหวัดยะลา,ยะลา,S,BDA,7,3
70643,MTA,22,สารสนเทศศาสตร์,2.74,2.77,2560,2563,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
70645,MTA,22,สารสนเทศศาสตร์,3.11,2.7,2560,2563,2,1,ระโนดวิทยา,สงขลา,S,BDA,7,1
70662,DCM,22,สารสนเทศศาสตร์,3.78,3.07,2560,2563,3,0,สตรีภูเก็ต,ภูเก็ต,S,BDA,7,3
70725,ITD,22,สารสนเทศศาสตร์,3.16,3.69,2560,2563,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3
70746,MTA,22,สารสนเทศศาสตร์,2.83,2.69,2560,2563,3,0,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,7,0
70777,DCA,22,สารสนเทศศาสตร์,2.34,3.11,2560,2563,3,1,นาทวีวิทยาคม,สงขลา,S,BDA,7,2
70815,DCA,22,สารสนเทศศาสตร์,2.53,2.68,2560,2563,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,3
70821,DCA,22,สารสนเทศศาสตร์,2.4,2.67,2560,2564,2,1,โพธิสัมพันธ์พิทยาคาร,ชลบุรี,E,BDA,7,2
72822,DCM,22,สารสนเทศศาสตร์,2.58,2.95,2562,2563,3,2,เบญจมานุสรณ์,จันทบุรี,E,BDA,7,2
70838,MTA,22,สารสนเทศศาสตร์,2.48,2.5,2560,2563,3,1,วิทยาลัยเทคโนโลยีS,นครศรีธรรมราช,S,BDA,7,3
70859,DCA,22,สารสนเทศศาสตร์,2.85,2.5,2560,2563,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,3
70864,DCA,22,สารสนเทศศาสตร์,3.19,2.83,2560,2563,2,1,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDA,7,1
70884,DCM,22,สารสนเทศศาสตร์,2.8,2.79,2560,2563,3,0,สุราษฎร์ธานี 2,สุราษฎร์ธานี,S,BDA,7,1
70916,DCA,22,สารสนเทศศาสตร์,2.23,2.74,2560,2563,3,1,สิชลคุณาธารวิทยา,นครศรีธรรมราช,S,BDA,7,2
70918,ITD,22,สารสนเทศศาสตร์,2.9,2.77,2560,2563,3,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDA,7,2
70922,ITD,22,สารสนเทศศาสตร์,2.64,2.83,2560,2563,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
70926,DCM,22,สารสนเทศศาสตร์,2.55,2.54,2560,2563,3,1,เขาพนมแบกศึกษา,สุราษฎร์ธานี,S,BDA,7,1
70931,MTA,22,สารสนเทศศาสตร์,2.7,2.63,2560,2563,2,1,คุระบุรีชัยพัฒนาพิทยาคม,พังงา,S,BDA,7,2
70957,ITD,22,สารสนเทศศาสตร์,2.41,2.78,2560,2563,3,1,มุสลิมสันติธรรมมูลนิธิ,นครศรีธรรมราช,S,BDA,7,2
70982,MTA,22,สารสนเทศศาสตร์,3.38,3.88,2560,2563,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDA,11,1
70996,MTA,22,สารสนเทศศาสตร์,3.51,3.48,2560,2563,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,11,3
71104,MTA,22,สารสนเทศศาสตร์,2.37,3,2560,2563,2,1,วิทยาลัยการอาชีพห้วยยอด,ตรัง,S,BDA,5,1
71150,MTA,22,สารสนเทศศาสตร์,3.27,3.02,2560,2563,3,1,วิทยาลัยอาชีวะศึกษาภูเก็ต,ภูเก็ต,S,BDA,7,2
71164,MTA,22,สารสนเทศศาสตร์,3.09,3.23,2560,2563,3,1,ดารุสสาลาม,นราธิวาส,S,BDA,7,1
71168,DCA,22,สารสนเทศศาสตร์,2.91,2.81,2560,2563,3,1,วิทยาลัยเทคโนโลยีสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDA,7,1
71194,DCM,22,สารสนเทศศาสตร์,2.98,2.55,2560,2563,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,1
71204,MTA,22,สารสนเทศศาสตร์,2.96,1.97,2560,2563,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDA,5,1
71314,MTA,22,สารสนเทศศาสตร์,2.85,2.68,2560,2563,2,1,เวียงสระ,สุราษฎร์ธานี,S,BDA,5,1
71435,DCA,22,สารสนเทศศาสตร์,2.68,3.16,2560,2564,2,1,เฉลิมราชประชาอุทิศ,นครศรีธรรมราช,S,BDA,7,0
71588,DCA,22,สารสนเทศศาสตร์,3.31,2.89,2560,2563,2,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,7,3
71623,DCA,22,สารสนเทศศาสตร์,2.63,2.07,2560,2563,2,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDA,2,3
72242,DCA,22,สารสนเทศศาสตร์,2.39,2.58,2562,2563,2,2,เทศบาล 2 (เอ็งเสียงสามัคคี),สงขลา,S,BDA,7,2
72257,DCA,22,สารสนเทศศาสตร์,2.94,2.43,2562,2563,2,2,หาดใหญ่วิทยาลัย,สงขลา,S,BDA,2,2
72166,ITD,22,สารสนเทศศาสตร์,3.57,2.88,2560,2563,3,1,ทุ่งใหญ่วิทยาคม,นครศรีธรรมราช,S,BDA,7,1
72215,ITD,22,สารสนเทศศาสตร์,3.7,3.4,2560,2563,3,1,สิชลประชาสรรค์,นครศรีธรรมราช,S,BDA,0,2
72272,DCA,22,สารสนเทศศาสตร์,2.49,3.39,2560,2563,2,1,อัสสัมชัญ นครราชสีมา,นครราชสีมา,EN,BDA,0,1
72284,ITD,22,สารสนเทศศาสตร์,2.77,1.98,2560,2563,3,0,นราธิวาส,นราธิวาส,S,BDA,0,1
72323,DCA,22,สารสนเทศศาสตร์,3.63,3.8,2560,2563,2,0,สาธิตเทศบาลวัดเพชรจริก,นครศรีธรรมราช,S,BDA,0,3
72329,ITD,22,สารสนเทศศาสตร์,2.5,2.37,2560,2563,3,1,ทับสะแกวิทยา,ประจวบคีรีขันธ์,W,BDA,0,2
72363,MTA,22,สารสนเทศศาสตร์,3.1,2.72,2560,2563,3,1,อัตตัรกียะห์อิสลามียะห์,นราธิวาส,S,BDA,7,3
73895,MTA,22,สารสนเทศศาสตร์,2.75,2.78,2561,2564,2,1,สุราษฎร์พิทยา,สุราษฎร์ธานี,S,BDB,8,3
73926,DCM,22,สารสนเทศศาสตร์,2.78,3.23,2562,2564,3,2,ดีบุกพังงาวิทยายน,พังงา,S,BDB,2,2
73908,DCA,22,สารสนเทศศาสตร์,3.37,2.71,2561,2563,2,0,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3
73931,MTA,22,สารสนเทศศาสตร์,3.11,2.58,2561,2564,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,8,3
73944,DCA,22,สารสนเทศศาสตร์,3.13,2.73,2561,2564,2,1,มัธยมวัดควนวิเศษมูลนิธิ,ตรัง,S,BDB,8,1
73985,MTA,22,สารสนเทศศาสตร์,2.98,3.08,2561,2564,2,1,บางสวรรค์วิทยาคม,สุราษฎร์ธานี,S,BDB,8,2
74000,DCA,22,สารสนเทศศาสตร์,3.16,2.9,2561,2564,2,0,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,1
74015,MTA,22,สารสนเทศศาสตร์,2.71,2.65,2561,2564,3,1,สุราษฎร์พิทยา,สุราษฎร์ธานี,S,BDB,8,2
74048,MTA,22,สารสนเทศศาสตร์,2.52,3.56,2561,2564,3,1,เทศบาลบ้านย่านยาว,พังงา,S,BDB,8,2
73055,DCA,22,สารสนเทศศาสตร์,3.21,3.03,2561,2563,2,0,สอาดเผดิมวิทยา,ชุมพร,S,BDB,8,3
74059,MTA,22,สารสนเทศศาสตร์,2.71,3.25,2561,2564,3,1,พลวิทยา,สงขลา,S,BDB,8,1
74277,DCA,22,สารสนเทศศาสตร์,2.86,2.52,2562,2564,2,2,สตรีภูเก็ต,ภูเก็ต,S,BDB,8,2
74079,DCA,22,สารสนเทศศาสตร์,2.78,2.81,2561,2564,2,1,มุสลิมสันติธรรมมูลนิธิ,นครศรีธรรมราช,S,BDB,8,1
74082,MTA,22,สารสนเทศศาสตร์,3.5,3.54,2561,2564,2,1,พลวิทยา,สงขลา,S,BDB,8,1
74283,MTA,22,สารสนเทศศาสตร์,2.93,2.83,2562,2564,2,2,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,2
74112,DCM,22,สารสนเทศศาสตร์,3.33,3.32,2561,2564,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
74136,MTA,22,สารสนเทศศาสตร์,2.96,3.27,2561,2564,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3
74160,DCA,22,สารสนเทศศาสตร์,3.08,2.54,2561,2564,2,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,8,2
74178,MTA,22,สารสนเทศศาสตร์,3.17,3.42,2561,2564,2,1,สุไหงโก-ลก,นราธิวาส,S,BDB,8,1
74294,MTA,22,สารสนเทศศาสตร์,3.22,2.92,2562,2564,3,2,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
73205,MTA,22,สารสนเทศศาสตร์,2.93,2.9,2561,2563,2,0,"ตะกั่วป่า""เสนานุกูล""",พังงา,S,BDB,8,3
73209,DCA,22,สารสนเทศศาสตร์,3.61,2.95,2561,2563,2,0,สตรีพัทลุง,พัทลุง,S,BDB,8,3
74217,ITD,22,สารสนเทศศาสตร์,3.4,2.82,2561,2564,2,0,พิชัยรัตนาคาร,ระนอง,S,BDB,8,1
74228,MTA,22,สารสนเทศศาสตร์,3.08,3.16,2561,2564,2,0,มหาวชิราวุธ จังหวัดสงขลา,สงขลา,S,BDB,4,1
74236,ITD,22,สารสนเทศศาสตร์,3.27,2.95,2561,2564,3,1,ศรีธรรมราชศึกษา,นครศรีธรรมราช,S,BDB,8,1
74241,DCA,22,สารสนเทศศาสตร์,2.65,2.77,2561,2564,2,0,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,1
74253,MTA,22,สารสนเทศศาสตร์,2.93,3.01,2561,2564,2,1,บางสวรรค์วิทยาคม,สุราษฎร์ธานี,S,BDB,8,2
73255,MTA,22,สารสนเทศศาสตร์,2.72,2.81,2561,2563,2,0,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ภูเก็ต,ภูเก็ต,S,BDB,8,3
74356,MTA,22,สารสนเทศศาสตร์,3.62,3.32,2562,2564,2,2,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
74390,MTA,22,สารสนเทศศาสตร์,2.97,2.85,2561,2564,2,1,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,8,2
74407,MTA,22,สารสนเทศศาสตร์,3.25,3.63,2561,2564,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
73333,MTA,22,สารสนเทศศาสตร์,3.29,2.88,2561,2563,3,0,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3
73335,ITD,22,สารสนเทศศาสตร์,2.69,2.97,2561,2563,3,0,ทุ่งสง,นครศรีธรรมราช,S,BDB,8,3
74452,MTA,22,สารสนเทศศาสตร์,2.85,2.68,2562,2564,3,2,เทศบาลปลูกปัญญา ในประอุปถัมภ์,ภูเก็ต,S,BDB,8,2
74453,DCA,22,สารสนเทศศาสตร์,2.7,2.58,2561,2564,2,1,สิชลคุณาธารวิทยา,นครศรีธรรมราช,S,BDB,8,2
74454,MTA,22,สารสนเทศศาสตร์,3.06,2.71,2561,2564,2,1,ปากพนัง,นครศรีธรรมราช,S,BDB,8,3
74463,DCM,22,สารสนเทศศาสตร์,2.69,2.69,2561,2564,3,0,เกาะสมุย,สุราษฎร์ธานี,S,BDB,8,1
74487,MTA,22,สารสนเทศศาสตร์,2.94,3.03,2561,2564,2,1,วิทยาลัยศิลปหัตถกรรมนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1
74523,DCM,22,สารสนเทศศาสตร์,3.7,3.2,2562,2564,3,2,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
73516,ITD,22,สารสนเทศศาสตร์,3.33,2.81,2561,2563,2,0,พิชัยรัตนาคาร,ระนอง,S,BDB,8,3
74517,MTA,22,สารสนเทศศาสตร์,3,3.78,2561,2564,2,1,วิทยาลัยอาชีวะศึกษาภูเก็ต,ภูเก็ต,S,BDB,8,3
74549,DCA,22,สารสนเทศศาสตร์,2.66,2.56,2561,2564,2,1,เมืองนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1
74552,MTA,22,สารสนเทศศาสตร์,2.99,3.14,2561,2564,2,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1
74586,DCM,22,สารสนเทศศาสตร์,3.84,3.82,2561,2564,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3
74604,DCM,22,สารสนเทศศาสตร์,3.9,3.8,2561,2564,3,1,มัธยมเปี่ยมรัก,สุราษฎร์ธานี,S,BDB,8,3
73606,MTA,22,สารสนเทศศาสตร์,3.31,3.12,2561,2563,2,0,นวมินทราชูทิศ ทักษิณ,สงขลา,S,BDB,8,3
74622,DCA,22,สารสนเทศศาสตร์,3.52,3.23,2562,2564,2,2,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
74628,ITD,22,สารสนเทศศาสตร์,3.04,3.09,2561,2564,3,1,พะตงวิทยามูลนิธิ,สงขลา,S,BDB,8,2
74647,MTA,22,สารสนเทศศาสตร์,2.64,2.51,2561,2564,2,1,ท่าศาลาประสิทธิ์ศึกษา,นครศรีธรรมราช,S,BDB,8,0
74669,MTA,22,สารสนเทศศาสตร์,2.79,2.89,2561,2564,2,1,ท้ายเหมืองวิทยา,พังงา,S,BDB,8,2
74699,DCA,22,สารสนเทศศาสตร์,2.66,2.96,2561,2564,2,1,ราชประชานุเคราะห์ 42 สตูล,สตูล,S,BDB,8,1
74739,DCA,22,สารสนเทศศาสตร์,2.9,2.53,2561,2564,2,1,พรหมคีรีพิทยาคม,นครศรีธรรมราช,S,BDB,8,1
74744,MTA,22,สารสนเทศศาสตร์,3.46,3.43,2562,2564,2,2,เตรียมอุดมศึกษาS,นครศรีธรรมราช,S,BDB,8,2
74757,MTA,22,สารสนเทศศาสตร์,3.06,3.32,2561,2564,2,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1
74795,ITD,22,สารสนเทศศาสตร์,3.45,3.28,2561,2564,3,0,กัลยาณีศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,1
74827,MTA,22,สารสนเทศศาสตร์,3.25,2.74,2562,2564,2,2,"ตะกั่วป่า""เสนานุกูล""",พังงา,S,BDB,8,2
74840,DCA,22,สารสนเทศศาสตร์,2.6,3.2,2561,2564,3,1,เทศบาล 1 (บ้านท่าตะเภา),ชุมพร,S,BDB,1,2
74860,MTA,22,สารสนเทศศาสตร์,3.1,3.08,2561,2564,2,0,สตรีทุ่งสง,นครศรีธรรมราช,S,BDB,8,1
74862,MTA,22,สารสนเทศศาสตร์,3.04,3.11,2561,2564,2,1,สุไหงโก-ลก,นราธิวาส,S,BDB,8,0
74868,MTA,22,สารสนเทศศาสตร์,2.99,3.09,2561,2564,3,1,พัฒนาศาสตร์มูลนิธิ,สงขลา,S,BDB,8,2
74878,DCA,22,สารสนเทศศาสตร์,2.57,3.35,2561,2564,2,1,เทศบาลบ้านย่านยาว,พังงา,S,BDB,8,2
73911,DCM,22,สารสนเทศศาสตร์,3.21,2.76,2561,2563,3,0,เบญจมราชูทิศ นครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,3
74914,DCA,22,สารสนเทศศาสตร์,3.64,3.35,2561,2564,2,1,อัตตัรกียะห์อิสลามียะห์,นราธิวาส,S,BDB,8,3
74917,DCA,22,สารสนเทศศาสตร์,2.45,2.54,2561,2564,2,1,ท่านครญาณวโรภาสอุทิศ,นครศรีธรรมราช,S,BDB,8,1
74931,DCM,22,สารสนเทศศาสตร์,2.96,3.13,2561,2564,3,1,วิทยาลัยเทคนิคนครศรีธรรมราช,นครศรีธรรมราช,S,BDB,8,2
74946,MTA,22,สารสนเทศศาสตร์,2.83,2.94,2561,2564,2,1,สุราษฏร์พิทยา2,สุราษฎร์ธานี,S,BDB,8,1
74953,ITD,22,สารสนเทศศาสตร์,3.32,3.05,2561,2564,2,1,อรุณศาสน์วิทยามูลนิธิ,สตูล,S,BDB,8,1
75004,DCM,22,สารสนเทศศาสตร์,3.68,3.59,2561,2564,3,1,เตรียมอุดมศึกษาพัฒนาการ สุราษฎร์ธานี,สุราษฎร์ธานี,S,BDB,3,1
